VehicleID,Type,Battery_Level_Pct,Last_Maintenance_Date,Trip_Count,Total_Revenue,Avg_Fare,Avg_Duration,Peak_Trip_Count,Weekend_Trip_Count,Rain_Trip_Count,Heavy_Rain_Trip_Count,Unique_Start_Stations,Unique_End_Stations,Days_Since_Maintenance,Utilization_Segment,Maintenance_Risk_Level
V0468,E-Bike,24,2025-08-07,1.0,45000.0,45000.0,30.0,1.0,0.0,0.0,0.0,1.0,1.0,84,Low Revenue,Critical
V0469,E-Bike,61,2025-08-23,5.0,208500.0,41700.0,27.8,1.0,0.0,2.0,1.0,4.0,4.0,68,High Revenue,Critical
V0470,E-Bike,65,2025-08-01,2.0,96000.0,48000.0,32.0,1.0,2.0,0.0,0.0,2.0,2.0,90,Mid Revenue,Critical
V0471,E-Bike,66,2025-08-25,1.0,7500.0,7500.0,5.0,0.0,1.0,0.0,0.0,1.0,1.0,66,Low Revenue,Critical
V0472,E-Bike,50,2025-09-13,7.0,348000.0,49714.28571428572,33.142857142857146,2.0,1.0,2.0,2.0,5.0,5.0,47,High Revenue,Critical
V0473,E-Bike,43,2025-09-03,4.0,115500.0,28875.0,19.25,1.0,1.0,0.0,0.0,3.0,3.0,57,Mid Revenue,Critical
V0474,E-Bike,36,2025-08-23,4.0,160500.0,40125.0,26.75,1.0,1.0,1.0,1.0,3.0,3.0,68,Mid Revenue,Critical
V0475,E-Bike,60,2025-09-09,1.0,60000.0,60000.0,40.0,1.0,0.0,0.0,0.0,1.0,1.0,51,Low Revenue,Critical
V0476,E-Bike,33,2025-08-25,2.0,82500.0,41250.0,27.5,0.0,0.0,1.0,1.0,2.0,1.0,66,Mid Revenue,Critical
V0477,E-Bike,54,2025-08-29,1.0,58500.0,58500.0,39.0,1.0,0.0,0.0,0.0,1.0,1.0,62,Low Revenue,Critical
V0478,E-Bike,57,2025-09-09,8.0,229500.0,28687.5,19.125,7.0,2.0,3.0,1.0,4.0,6.0,51,High Revenue,Critical
V0479,E-Bike,47,2025-09-20,3.0,124500.0,41500.0,27.666666666666668,0.0,1.0,0.0,0.0,2.0,2.0,40,Mid Revenue,Critical
V0480,E-Bike,15,2025-09-22,5.0,223500.0,44700.0,29.8,2.0,0.0,3.0,1.0,3.0,4.0,38,High Revenue,Critical
V0481,E-Bike,93,2025-09-06,4.0,120000.0,30000.0,20.0,2.0,0.0,1.0,1.0,3.0,3.0,54,Mid Revenue,Critical
V0482,E-Bike,53,2025-09-03,5.0,184500.0,36900.0,24.6,2.0,1.0,2.0,1.0,4.0,3.0,57,Mid Revenue,Critical
V0483,E-Bike,37,2025-08-26,3.0,103500.0,34500.0,23.0,1.0,0.0,1.0,1.0,3.0,2.0,65,Mid Revenue,Critical
V0484,E-Bike,68,2025-08-19,2.0,79500.0,39750.0,26.5,1.0,0.0,0.0,0.0,2.0,2.0,72,Mid Revenue,Critical
V0485,E-Bike,43,2025-08-12,4.0,132000.0,33000.0,22.0,1.0,1.0,2.0,2.0,4.0,4.0,79,Mid Revenue,Critical
V0486,E-Bike,57,2025-09-23,5.0,252000.0,50400.0,33.6,4.0,0.0,0.0,0.0,5.0,5.0,37,High Revenue,Critical
V0487,E-Bike,24,2025-08-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71,Low Revenue,Critical
V0488,E-Bike,26,2025-08-03,4.0,165000.0,41250.0,27.5,1.0,0.0,0.0,0.0,3.0,3.0,88,Mid Revenue,Critical
V0489,E-Bike,11,2025-09-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,Low Revenue,Critical
V0490,E-Bike,68,2025-09-08,2.0,75000.0,37500.0,25.0,2.0,1.0,0.0,0.0,2.0,1.0,52,Low Revenue,Critical
V0491,E-Bike,77,2025-09-06,2.0,25500.0,12750.0,8.5,1.0,1.0,0.0,0.0,2.0,2.0,54,Low Revenue,Critical
V0492,E-Bike,87,2025-09-18,2.0,84000.0,42000.0,28.0,2.0,1.0,1.0,1.0,2.0,2.0,42,Mid Revenue,Critical
V0493,E-Bike,59,2025-09-05,5.0,207000.0,41400.0,27.6,3.0,3.0,0.0,0.0,3.0,4.0,55,High Revenue,Critical
V0494,E-Bike,72,2025-09-14,2.0,70500.0,35250.0,23.5,1.0,0.0,0.0,0.0,2.0,2.0,46,Low Revenue,Critical
V0495,E-Bike,46,2025-08-13,3.0,112500.0,37500.0,25.0,3.0,0.0,0.0,0.0,3.0,2.0,78,Mid Revenue,Critical
V0496,E-Bike,97,2025-09-15,7.0,165000.0,23571.428571428572,15.714285714285714,0.0,2.0,1.0,0.0,5.0,5.0,45,Mid Revenue,Critical
V0497,E-Bike,10,2025-09-01,1.0,49500.0,49500.0,33.0,1.0,0.0,0.0,0.0,1.0,1.0,59,Low Revenue,Critical
V0498,E-Bike,60,2025-08-04,7.0,330000.0,47142.857142857145,31.428571428571427,5.0,4.0,0.0,0.0,6.0,5.0,87,High Revenue,Critical
V0499,E-Bike,21,2025-08-04,3.0,52500.0,17500.0,11.666666666666666,1.0,2.0,0.0,0.0,3.0,3.0,87,Low Revenue,Critical
V0500,E-Bike,61,2025-08-01,2.0,34500.0,17250.0,11.5,1.0,1.0,1.0,1.0,2.0,2.0,90,Low Revenue,Critical
V0501,E-Bike,26,2025-08-01,1.0,34500.0,34500.0,23.0,1.0,0.0,1.0,0.0,1.0,1.0,90,Low Revenue,Critical
V0502,E-Bike,54,2025-08-02,2.0,73500.0,36750.0,24.5,0.0,1.0,1.0,0.0,2.0,1.0,89,Low Revenue,Critical
V0503,E-Bike,69,2025-08-02,2.0,49500.0,24750.0,16.5,1.0,1.0,0.0,0.0,2.0,2.0,89,Low Revenue,Critical
V0504,E-Bike,20,2025-08-16,3.0,142500.0,47500.0,31.666666666666668,0.0,1.0,1.0,1.0,2.0,3.0,75,Mid Revenue,Critical
V0505,E-Bike,48,2025-08-08,4.0,136500.0,34125.0,22.75,2.0,2.0,1.0,0.0,4.0,3.0,83,Mid Revenue,Critical
V0506,E-Bike,66,2025-09-01,5.0,256500.0,51300.0,34.2,1.0,2.0,1.0,0.0,4.0,4.0,59,High Revenue,Critical
V0507,E-Bike,11,2025-08-30,3.0,150000.0,50000.0,33.333333333333336,1.0,0.0,0.0,0.0,1.0,2.0,61,Mid Revenue,Critical
V0508,E-Bike,35,2025-09-22,5.0,168000.0,33600.0,22.4,2.0,2.0,0.0,0.0,2.0,4.0,38,Mid Revenue,Critical
V0509,E-Bike,91,2025-09-28,2.0,115500.0,57750.0,38.5,2.0,1.0,0.0,0.0,2.0,2.0,32,Mid Revenue,Critical
V0510,E-Bike,19,2025-09-29,4.0,168000.0,42000.0,28.0,1.0,2.0,1.0,0.0,2.0,4.0,31,Mid Revenue,Critical
V0511,E-Bike,32,2025-09-29,2.0,84000.0,42000.0,28.0,2.0,0.0,2.0,2.0,2.0,2.0,31,Mid Revenue,Critical
V0512,E-Bike,37,2025-08-28,2.0,25500.0,12750.0,8.5,0.0,1.0,1.0,1.0,2.0,1.0,63,Low Revenue,Critical
V0513,E-Bike,98,2025-08-31,1.0,24000.0,24000.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,60,Low Revenue,Critical
V0514,E-Bike,25,2025-09-21,2.0,66000.0,33000.0,22.0,1.0,1.0,0.0,0.0,2.0,2.0,39,Low Revenue,Critical
V0515,E-Bike,36,2025-09-04,4.0,196500.0,49125.0,32.75,3.0,2.0,0.0,0.0,4.0,3.0,56,High Revenue,Critical
V0516,E-Bike,54,2025-09-09,2.0,63000.0,31500.0,21.0,1.0,1.0,0.0,0.0,2.0,2.0,51,Low Revenue,Critical
V0517,E-Bike,47,2025-08-19,4.0,145500.0,36375.0,24.25,1.0,1.0,1.0,0.0,3.0,4.0,72,Mid Revenue,Critical
V0518,E-Bike,99,2025-08-12,1.0,55500.0,55500.0,37.0,0.0,0.0,0.0,0.0,1.0,1.0,79,Low Revenue,Critical
V0519,E-Bike,15,2025-09-21,2.0,85500.0,42750.0,28.5,0.0,1.0,0.0,0.0,2.0,2.0,39,Mid Revenue,Critical
V0520,E-Bike,75,2025-09-20,1.0,31500.0,31500.0,21.0,1.0,0.0,0.0,0.0,1.0,1.0,40,Low Revenue,Critical
V0521,E-Bike,82,2025-09-23,4.0,118500.0,29625.0,19.75,2.0,3.0,1.0,1.0,3.0,4.0,37,Mid Revenue,Critical
V0522,E-Bike,33,2025-09-09,4.0,178500.0,44625.0,29.75,3.0,1.0,1.0,0.0,3.0,2.0,51,Mid Revenue,Critical
V0523,E-Bike,31,2025-09-29,5.0,190500.0,38100.0,25.4,2.0,1.0,2.0,1.0,5.0,5.0,31,High Revenue,Critical
V0524,E-Bike,29,2025-08-01,4.0,195000.0,48750.0,32.5,2.0,2.0,0.0,0.0,4.0,4.0,90,High Revenue,Critical
V0525,E-Bike,82,2025-08-19,3.0,154500.0,51500.0,34.333333333333336,2.0,2.0,0.0,0.0,3.0,3.0,72,Mid Revenue,Critical
V0526,E-Bike,74,2025-08-19,2.0,45000.0,22500.0,15.0,0.0,0.0,0.0,0.0,1.0,2.0,72,Low Revenue,Critical
V0527,E-Bike,48,2025-08-28,3.0,132000.0,44000.0,29.333333333333332,2.0,0.0,0.0,0.0,3.0,2.0,63,Mid Revenue,Critical
V0528,E-Bike,94,2025-08-10,5.0,198000.0,39600.0,26.4,3.0,1.0,1.0,0.0,4.0,4.0,81,High Revenue,Critical
V0529,E-Bike,77,2025-08-30,5.0,214500.0,42900.0,28.6,2.0,1.0,1.0,0.0,4.0,3.0,61,High Revenue,Critical
V0530,E-Bike,79,2025-08-26,7.0,243000.0,34714.28571428572,23.142857142857142,4.0,4.0,2.0,1.0,4.0,5.0,65,High Revenue,Critical
V0531,E-Bike,14,2025-09-30,4.0,133500.0,33375.0,22.25,2.0,2.0,0.0,0.0,4.0,3.0,30,Mid Revenue,Critical
V0532,E-Bike,40,2025-09-29,3.0,105000.0,35000.0,23.333333333333332,1.0,0.0,0.0,0.0,3.0,3.0,31,Mid Revenue,Critical
V0533,E-Bike,79,2025-08-25,2.0,85500.0,42750.0,28.5,1.0,1.0,1.0,0.0,2.0,2.0,66,Mid Revenue,Critical
V0534,E-Bike,34,2025-08-09,2.0,63000.0,31500.0,21.0,2.0,0.0,1.0,1.0,2.0,2.0,82,Low Revenue,Critical
V0535,E-Bike,83,2025-09-12,6.0,202500.0,33750.0,22.5,5.0,1.0,1.0,0.0,5.0,3.0,48,High Revenue,Critical
V0536,E-Bike,52,2025-08-06,3.0,132000.0,44000.0,29.333333333333332,1.0,0.0,0.0,0.0,3.0,3.0,85,Mid Revenue,Critical
V0537,E-Bike,40,2025-09-18,1.0,52500.0,52500.0,35.0,0.0,1.0,0.0,0.0,1.0,1.0,42,Low Revenue,Critical
V0538,E-Bike,48,2025-08-22,2.0,46500.0,23250.0,15.5,1.0,1.0,0.0,0.0,2.0,2.0,69,Low Revenue,Critical
V0539,E-Bike,38,2025-08-13,8.0,373500.0,46687.5,31.125,4.0,4.0,1.0,0.0,5.0,4.0,78,High Revenue,Critical
V0540,E-Bike,18,2025-08-11,2.0,84000.0,42000.0,28.0,1.0,1.0,0.0,0.0,1.0,2.0,80,Mid Revenue,Critical
V0541,E-Bike,17,2025-08-06,2.0,75000.0,37500.0,25.0,0.0,0.0,1.0,1.0,2.0,2.0,85,Low Revenue,Critical
V0542,E-Bike,98,2025-08-20,6.0,225000.0,37500.0,25.0,4.0,2.0,1.0,1.0,4.0,5.0,71,High Revenue,Critical
V0543,E-Bike,92,2025-08-04,5.0,184500.0,36900.0,24.6,3.0,0.0,0.0,0.0,3.0,4.0,87,Mid Revenue,Critical
V0544,E-Bike,80,2025-08-21,4.0,178500.0,44625.0,29.75,1.0,0.0,0.0,0.0,4.0,3.0,70,Mid Revenue,Critical
V0545,E-Bike,60,2025-08-19,3.0,70500.0,23500.0,15.666666666666666,1.0,2.0,1.0,0.0,2.0,2.0,72,Low Revenue,Critical
V0546,E-Bike,86,2025-08-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,Low Revenue,Critical
V0547,E-Bike,92,2025-09-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,Low Revenue,Critical
V0548,E-Bike,26,2025-08-04,4.0,160500.0,40125.0,26.75,1.0,3.0,0.0,0.0,4.0,4.0,87,Mid Revenue,Critical
V0549,E-Bike,17,2025-08-27,3.0,93000.0,31000.0,20.666666666666668,1.0,1.0,0.0,0.0,3.0,3.0,64,Mid Revenue,Critical
V0550,E-Bike,83,2025-09-20,4.0,142500.0,35625.0,23.75,3.0,2.0,0.0,0.0,4.0,4.0,40,Mid Revenue,Critical
V0551,E-Bike,56,2025-08-11,3.0,109500.0,36500.0,24.333333333333332,1.0,1.0,0.0,0.0,2.0,2.0,80,Mid Revenue,Critical
V0552,E-Bike,54,2025-09-18,6.0,318000.0,53000.0,35.333333333333336,1.0,2.0,0.0,0.0,5.0,4.0,42,High Revenue,Critical
V0553,E-Bike,94,2025-09-26,4.0,139500.0,34875.0,23.25,2.0,0.0,1.0,0.0,3.0,2.0,34,Mid Revenue,Critical
V0554,E-Bike,13,2025-08-20,3.0,139500.0,46500.0,31.0,1.0,0.0,1.0,1.0,2.0,3.0,71,Mid Revenue,Critical
V0555,E-Bike,53,2025-08-16,5.0,243000.0,48600.0,32.4,2.0,0.0,1.0,1.0,4.0,4.0,75,High Revenue,Critical
V0556,E-Bike,54,2025-09-19,2.0,36000.0,18000.0,12.0,0.0,0.0,0.0,0.0,2.0,1.0,41,Low Revenue,Critical
V0557,E-Bike,23,2025-08-10,5.0,184500.0,36900.0,24.6,4.0,2.0,2.0,0.0,4.0,4.0,81,Mid Revenue,Critical
V0558,E-Bike,29,2025-09-10,1.0,48000.0,48000.0,32.0,0.0,0.0,0.0,0.0,1.0,1.0,50,Low Revenue,Critical
V0559,E-Bike,17,2025-08-14,3.0,97500.0,32500.0,21.666666666666668,2.0,1.0,1.0,1.0,3.0,3.0,77,Mid Revenue,Critical
V0560,E-Bike,13,2025-09-19,3.0,111000.0,37000.0,24.666666666666668,1.0,1.0,0.0,0.0,3.0,3.0,41,Mid Revenue,Critical
V0561,E-Bike,50,2025-08-13,7.0,253500.0,36214.28571428572,24.142857142857142,5.0,1.0,0.0,0.0,5.0,6.0,78,High Revenue,Critical
V0562,E-Bike,64,2025-09-13,1.0,22500.0,22500.0,15.0,0.0,1.0,0.0,0.0,1.0,1.0,47,Low Revenue,Critical
V0563,E-Bike,81,2025-08-23,7.0,300000.0,42857.142857142855,28.571428571428573,3.0,1.0,0.0,0.0,5.0,5.0,68,High Revenue,Critical
V0564,E-Bike,57,2025-09-25,5.0,216000.0,43200.0,28.8,1.0,1.0,1.0,1.0,5.0,5.0,35,High Revenue,Critical
V0565,E-Bike,82,2025-09-09,4.0,124500.0,31125.0,20.75,1.0,3.0,1.0,1.0,3.0,4.0,51,Mid Revenue,Critical
V0566,E-Bike,59,2025-08-17,6.0,243000.0,40500.0,27.0,3.0,1.0,0.0,0.0,5.0,5.0,74,High Revenue,Critical
V0567,E-Bike,75,2025-08-31,2.0,117000.0,58500.0,39.0,1.0,2.0,1.0,0.0,2.0,1.0,60,Mid Revenue,Critical
V0568,E-Bike,86,2025-08-30,3.0,97500.0,32500.0,21.666666666666668,2.0,0.0,1.0,1.0,3.0,2.0,61,Mid Revenue,Critical
V0569,E-Bike,35,2025-09-21,4.0,78000.0,19500.0,13.0,1.0,2.0,1.0,0.0,3.0,4.0,39,Mid Revenue,Critical
V0570,E-Bike,11,2025-08-24,3.0,115500.0,38500.0,25.666666666666668,3.0,1.0,0.0,0.0,3.0,3.0,67,Mid Revenue,Critical
V0571,E-Bike,48,2025-08-15,1.0,40500.0,40500.0,27.0,0.0,0.0,0.0,0.0,1.0,1.0,76,Low Revenue,Critical
V0572,E-Bike,15,2025-08-05,3.0,151500.0,50500.0,33.666666666666664,1.0,0.0,1.0,1.0,3.0,3.0,86,Mid Revenue,Critical
V0573,E-Bike,26,2025-09-29,1.0,64500.0,64500.0,43.0,0.0,0.0,1.0,0.0,1.0,1.0,31,Low Revenue,Critical
V0574,E-Bike,56,2025-08-07,3.0,115500.0,38500.0,25.666666666666668,2.0,2.0,0.0,0.0,2.0,2.0,84,Mid Revenue,Critical
V0575,E-Bike,26,2025-08-30,3.0,94500.0,31500.0,21.0,0.0,0.0,2.0,0.0,3.0,2.0,61,Mid Revenue,Critical
V0576,E-Bike,20,2025-08-26,2.0,85500.0,42750.0,28.5,1.0,0.0,0.0,0.0,2.0,2.0,65,Mid Revenue,Critical
V0577,E-Bike,84,2025-09-06,3.0,81000.0,27000.0,18.0,3.0,1.0,0.0,0.0,3.0,3.0,54,Mid Revenue,Critical
V0578,E-Bike,61,2025-08-04,3.0,105000.0,35000.0,23.333333333333332,0.0,1.0,1.0,0.0,2.0,3.0,87,Mid Revenue,Critical
V0579,E-Bike,27,2025-09-14,8.0,301500.0,37687.5,25.125,2.0,2.0,1.0,0.0,5.0,5.0,46,High Revenue,Critical
V0580,E-Bike,38,2025-08-03,4.0,180000.0,45000.0,30.0,3.0,0.0,0.0,0.0,3.0,2.0,88,Mid Revenue,Critical
V0581,E-Bike,52,2025-08-18,2.0,114000.0,57000.0,38.0,2.0,1.0,0.0,0.0,2.0,2.0,73,Mid Revenue,Critical
V0582,E-Bike,73,2025-09-11,2.0,96000.0,48000.0,32.0,1.0,0.0,0.0,0.0,2.0,2.0,49,Mid Revenue,Critical
V0583,E-Bike,54,2025-08-24,3.0,150000.0,50000.0,33.333333333333336,2.0,1.0,0.0,0.0,2.0,3.0,67,Mid Revenue,Critical
V0584,E-Bike,12,2025-09-03,6.0,247500.0,41250.0,27.5,3.0,4.0,2.0,0.0,3.0,4.0,57,High Revenue,Critical
V0585,E-Bike,63,2025-08-09,3.0,76500.0,25500.0,17.0,1.0,1.0,1.0,1.0,3.0,3.0,82,Mid Revenue,Critical
V0586,E-Bike,42,2025-09-13,2.0,75000.0,37500.0,25.0,1.0,1.0,0.0,0.0,1.0,2.0,47,Low Revenue,Critical
V0587,E-Bike,67,2025-09-09,3.0,93000.0,31000.0,20.666666666666668,2.0,2.0,0.0,0.0,3.0,3.0,51,Mid Revenue,Critical
V0588,E-Bike,54,2025-08-02,1.0,67500.0,67500.0,45.0,0.0,0.0,0.0,0.0,1.0,1.0,89,Low Revenue,Critical
V0589,E-Bike,65,2025-08-01,5.0,141000.0,28200.0,18.8,4.0,1.0,0.0,0.0,3.0,4.0,90,Mid Revenue,Critical
V0590,E-Bike,18,2025-08-19,2.0,109500.0,54750.0,36.5,1.0,1.0,1.0,1.0,2.0,2.0,72,Mid Revenue,Critical
V0591,E-Bike,95,2025-09-30,2.0,57000.0,28500.0,19.0,2.0,0.0,0.0,0.0,2.0,2.0,30,Low Revenue,Watch
V0592,E-Bike,25,2025-08-13,2.0,28500.0,14250.0,9.5,1.0,0.0,1.0,0.0,2.0,2.0,78,Low Revenue,Critical
V0593,E-Bike,94,2025-09-29,1.0,25500.0,25500.0,17.0,1.0,0.0,0.0,0.0,1.0,1.0,31,Low Revenue,Critical
V0594,E-Bike,37,2025-09-28,4.0,175500.0,43875.0,29.25,1.0,1.0,1.0,0.0,3.0,3.0,32,Mid Revenue,Critical
V0595,E-Bike,24,2025-09-05,4.0,100500.0,25125.0,16.75,1.0,2.0,1.0,1.0,3.0,4.0,55,Mid Revenue,Critical
V0596,E-Bike,93,2025-09-02,2.0,88500.0,44250.0,29.5,1.0,0.0,1.0,1.0,2.0,2.0,58,Mid Revenue,Critical
V0597,E-Bike,78,2025-08-02,1.0,40500.0,40500.0,27.0,1.0,1.0,0.0,0.0,1.0,1.0,89,Low Revenue,Critical
V0598,E-Bike,94,2025-09-10,3.0,100500.0,33500.0,22.333333333333332,3.0,1.0,0.0,0.0,3.0,3.0,50,Mid Revenue,Critical
V0599,E-Bike,71,2025-09-04,2.0,114000.0,57000.0,38.0,1.0,0.0,0.0,0.0,2.0,2.0,56,Mid Revenue,Critical
V0600,E-Bike,73,2025-09-27,3.0,108000.0,36000.0,24.0,1.0,2.0,0.0,0.0,3.0,3.0,33,Mid Revenue,Critical
V0601,E-Bike,47,2025-08-09,3.0,139500.0,46500.0,31.0,2.0,2.0,0.0,0.0,3.0,1.0,82,Mid Revenue,Critical
V0602,E-Bike,53,2025-09-09,3.0,88500.0,29500.0,19.666666666666668,3.0,0.0,1.0,1.0,3.0,3.0,51,Mid Revenue,Critical
V0603,E-Bike,97,2025-08-19,4.0,169500.0,42375.0,28.25,1.0,1.0,1.0,0.0,4.0,4.0,72,Mid Revenue,Critical
V0604,E-Bike,35,2025-09-28,4.0,160500.0,40125.0,26.75,2.0,2.0,0.0,0.0,4.0,3.0,32,Mid Revenue,Critical
V0605,E-Bike,98,2025-08-29,2.0,94500.0,47250.0,31.5,2.0,0.0,2.0,1.0,2.0,2.0,62,Mid Revenue,Critical
V0606,E-Bike,60,2025-08-25,1.0,57000.0,57000.0,38.0,0.0,1.0,1.0,1.0,1.0,1.0,66,Low Revenue,Critical
V0607,E-Bike,85,2025-09-04,1.0,30000.0,30000.0,20.0,0.0,0.0,0.0,0.0,1.0,1.0,56,Low Revenue,Critical
V0608,E-Bike,62,2025-08-02,5.0,183000.0,36600.0,24.4,3.0,2.0,1.0,1.0,3.0,3.0,89,Mid Revenue,Critical
V0609,E-Bike,97,2025-08-31,3.0,111000.0,37000.0,24.666666666666668,3.0,0.0,0.0,0.0,1.0,3.0,60,Mid Revenue,Critical
V0610,E-Bike,74,2025-08-27,3.0,93000.0,31000.0,20.666666666666668,0.0,0.0,0.0,0.0,3.0,3.0,64,Mid Revenue,Critical
V0611,E-Bike,72,2025-08-09,3.0,132000.0,44000.0,29.333333333333332,1.0,0.0,0.0,0.0,3.0,3.0,82,Mid Revenue,Critical
V0612,E-Bike,71,2025-08-03,5.0,120000.0,24000.0,16.0,3.0,3.0,1.0,1.0,4.0,4.0,88,Mid Revenue,Critical
V0613,E-Bike,25,2025-08-01,2.0,43500.0,21750.0,14.5,1.0,0.0,0.0,0.0,2.0,2.0,90,Low Revenue,Critical
V0614,E-Bike,45,2025-09-22,6.0,153000.0,25500.0,17.0,2.0,2.0,2.0,0.0,5.0,5.0,38,Mid Revenue,Critical
V0615,E-Bike,82,2025-09-22,3.0,120000.0,40000.0,26.666666666666668,2.0,0.0,1.0,1.0,3.0,3.0,38,Mid Revenue,Critical
V0616,E-Bike,100,2025-09-17,2.0,121500.0,60750.0,40.5,0.0,1.0,1.0,1.0,2.0,2.0,43,Mid Revenue,Critical
V0617,E-Bike,58,2025-08-22,7.0,273000.0,39000.0,26.0,3.0,3.0,2.0,1.0,5.0,5.0,69,High Revenue,Critical
V0618,E-Bike,65,2025-09-05,3.0,108000.0,36000.0,24.0,3.0,0.0,1.0,0.0,2.0,3.0,55,Mid Revenue,Critical
V0619,E-Bike,11,2025-09-03,4.0,133500.0,33375.0,22.25,2.0,1.0,2.0,2.0,3.0,4.0,57,Mid Revenue,Critical
V0620,E-Bike,21,2025-08-11,2.0,76500.0,38250.0,25.5,0.0,0.0,1.0,1.0,2.0,2.0,80,Mid Revenue,Critical
V0621,E-Bike,98,2025-08-06,4.0,154500.0,38625.0,25.75,0.0,0.0,2.0,2.0,4.0,3.0,85,Mid Revenue,Critical
V0622,E-Bike,23,2025-08-05,2.0,37500.0,18750.0,12.5,0.0,1.0,0.0,0.0,2.0,1.0,86,Low Revenue,Critical
V0623,E-Bike,92,2025-09-17,4.0,127500.0,31875.0,21.25,3.0,1.0,2.0,2.0,2.0,3.0,43,Mid Revenue,Critical
V0624,E-Bike,39,2025-08-29,3.0,166500.0,55500.0,37.0,2.0,1.0,0.0,0.0,3.0,3.0,62,Mid Revenue,Critical
V0625,E-Bike,76,2025-09-03,4.0,139500.0,34875.0,23.25,2.0,0.0,1.0,0.0,3.0,2.0,57,Mid Revenue,Critical
V0626,E-Bike,84,2025-09-22,2.0,43500.0,21750.0,14.5,1.0,1.0,0.0,0.0,2.0,2.0,38,Low Revenue,Critical
V0627,E-Bike,13,2025-08-29,5.0,183000.0,36600.0,24.4,3.0,2.0,1.0,0.0,4.0,4.0,62,Mid Revenue,Critical
V0628,E-Bike,29,2025-08-02,2.0,57000.0,28500.0,19.0,2.0,1.0,0.0,0.0,2.0,1.0,89,Low Revenue,Critical
V0629,E-Bike,88,2025-08-06,5.0,115500.0,23100.0,15.4,2.0,2.0,2.0,0.0,4.0,4.0,85,Mid Revenue,Critical
V0630,E-Bike,46,2025-09-09,2.0,25500.0,12750.0,8.5,1.0,0.0,1.0,1.0,2.0,2.0,51,Low Revenue,Critical
V0631,E-Bike,39,2025-08-30,4.0,181500.0,45375.0,30.25,3.0,0.0,0.0,0.0,3.0,2.0,61,Mid Revenue,Critical
V0632,E-Bike,75,2025-09-10,6.0,204000.0,34000.0,22.666666666666668,1.0,0.0,2.0,1.0,4.0,5.0,50,High Revenue,Critical
V0633,E-Bike,56,2025-09-14,3.0,142500.0,47500.0,31.666666666666668,3.0,2.0,0.0,0.0,2.0,3.0,46,Mid Revenue,Critical
V0634,E-Bike,26,2025-08-16,1.0,24000.0,24000.0,16.0,0.0,0.0,1.0,0.0,1.0,1.0,75,Low Revenue,Critical
V0635,E-Bike,52,2025-09-25,2.0,63000.0,31500.0,21.0,1.0,1.0,2.0,0.0,2.0,2.0,35,Low Revenue,Critical
V0636,E-Bike,76,2025-08-06,4.0,99000.0,24750.0,16.5,4.0,1.0,0.0,0.0,3.0,3.0,85,Mid Revenue,Critical
V0637,E-Bike,53,2025-08-08,5.0,166500.0,33300.0,22.2,2.0,1.0,1.0,1.0,5.0,4.0,83,Mid Revenue,Critical
V0638,E-Bike,28,2025-08-27,3.0,108000.0,36000.0,24.0,0.0,2.0,0.0,0.0,3.0,2.0,64,Mid Revenue,Critical
V0639,E-Bike,17,2025-08-11,3.0,79500.0,26500.0,17.666666666666668,3.0,0.0,0.0,0.0,3.0,3.0,80,Mid Revenue,Critical
V0640,E-Bike,54,2025-09-25,3.0,120000.0,40000.0,26.666666666666668,2.0,0.0,0.0,0.0,3.0,3.0,35,Mid Revenue,Critical
V0641,E-Bike,95,2025-09-19,2.0,66000.0,33000.0,22.0,0.0,1.0,1.0,1.0,2.0,2.0,41,Low Revenue,Critical
V0642,E-Bike,26,2025-08-04,2.0,69000.0,34500.0,23.0,0.0,2.0,1.0,1.0,2.0,2.0,87,Low Revenue,Critical
V0643,E-Bike,13,2025-09-17,5.0,247500.0,49500.0,33.0,4.0,1.0,1.0,1.0,4.0,4.0,43,High Revenue,Critical
V0644,E-Bike,47,2025-09-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,Low Revenue,Critical
V0645,E-Bike,63,2025-08-31,3.0,124500.0,41500.0,27.666666666666668,2.0,1.0,0.0,0.0,2.0,3.0,60,Mid Revenue,Critical
V0646,E-Bike,19,2025-09-23,3.0,132000.0,44000.0,29.333333333333332,2.0,1.0,1.0,0.0,2.0,2.0,37,Mid Revenue,Critical
V0647,E-Bike,42,2025-08-27,3.0,129000.0,43000.0,28.666666666666668,2.0,1.0,1.0,1.0,2.0,2.0,64,Mid Revenue,Critical
V0648,E-Bike,53,2025-08-16,2.0,28500.0,14250.0,9.5,2.0,0.0,1.0,0.0,2.0,1.0,75,Low Revenue,Critical
V0649,E-Bike,32,2025-09-21,7.0,339000.0,48428.57142857143,32.285714285714285,6.0,2.0,2.0,0.0,5.0,6.0,39,High Revenue,Critical
V0650,E-Bike,30,2025-08-03,5.0,220500.0,44100.0,29.4,3.0,2.0,1.0,1.0,4.0,5.0,88,High Revenue,Critical
