VehicleID,Type,Battery_Level_Pct,Days_Since_Maintenance,Trip_Count,Total_Revenue,Avg_Fare,Avg_Duration,Peak_Trip_Count,Weekend_Trip_Count,Rain_Trip_Count,Heavy_Rain_Trip_Count,Unique_Start_Stations,Unique_End_Stations,Vehicle_Needs_Action
V0234,E-Bike,80,31,4.0,150000.0,37500.0,25.0,1.0,1.0,0.0,0.0,4.0,3.0,1
V0235,E-Bike,61,44,3.0,135000.0,45000.0,30.0,2.0,1.0,1.0,1.0,3.0,1.0,1
V0236,E-Bike,42,73,7.0,277500.0,39642.857142857145,26.428571428571427,3.0,1.0,1.0,0.0,4.0,5.0,1
V0237,E-Bike,81,57,3.0,151500.0,50500.0,33.666666666666664,2.0,1.0,0.0,0.0,3.0,3.0,1
V0238,E-Bike,23,88,4.0,121500.0,30375.0,20.25,1.0,1.0,0.0,0.0,4.0,4.0,1
V0239,E-Bike,59,72,3.0,100500.0,33500.0,22.333333333333332,0.0,1.0,0.0,0.0,2.0,2.0,1
V0240,E-Bike,46,78,1.0,28500.0,28500.0,19.0,0.0,0.0,0.0,0.0,1.0,1.0,1
V0241,E-Bike,36,57,2.0,67500.0,33750.0,22.5,0.0,0.0,0.0,0.0,1.0,2.0,1
V0242,E-Bike,74,44,1.0,37500.0,37500.0,25.0,1.0,0.0,0.0,0.0,1.0,1.0,1
V0243,E-Bike,53,70,4.0,132000.0,33000.0,22.0,3.0,3.0,1.0,1.0,3.0,4.0,1
V0244,E-Bike,31,50,1.0,42000.0,42000.0,28.0,1.0,0.0,0.0,0.0,1.0,1.0,1
V0245,E-Bike,14,49,5.0,81000.0,16200.0,10.8,2.0,2.0,2.0,2.0,3.0,3.0,1
V0246,E-Bike,84,78,7.0,342000.0,48857.142857142855,32.57142857142857,3.0,1.0,1.0,1.0,5.0,5.0,1
V0247,E-Bike,34,39,6.0,127500.0,21250.0,14.166666666666666,0.0,3.0,0.0,0.0,5.0,5.0,1
V0248,E-Bike,40,80,4.0,138000.0,34500.0,23.0,1.0,2.0,0.0,0.0,3.0,4.0,1
V0249,E-Bike,68,84,2.0,28500.0,14250.0,9.5,1.0,1.0,0.0,0.0,2.0,2.0,1
V0250,E-Bike,54,38,1.0,48000.0,48000.0,32.0,0.0,0.0,1.0,1.0,1.0,1.0,1
V0251,E-Bike,25,67,6.0,234000.0,39000.0,26.0,1.0,4.0,1.0,1.0,5.0,4.0,1
V0252,E-Bike,53,33,3.0,106500.0,35500.0,23.666666666666668,1.0,2.0,1.0,1.0,2.0,3.0,1
V0253,E-Bike,73,36,4.0,154500.0,38625.0,25.75,2.0,1.0,1.0,0.0,3.0,3.0,1
V0254,E-Bike,75,90,3.0,124500.0,41500.0,27.666666666666668,1.0,0.0,1.0,1.0,2.0,3.0,1
V0255,E-Bike,70,85,2.0,79500.0,39750.0,26.5,2.0,1.0,0.0,0.0,2.0,2.0,1
V0256,E-Bike,81,42,5.0,193500.0,38700.0,25.8,4.0,0.0,1.0,1.0,3.0,4.0,1
V0257,E-Bike,82,54,4.0,139500.0,34875.0,23.25,1.0,2.0,1.0,1.0,3.0,3.0,1
V0258,E-Bike,81,77,5.0,237000.0,47400.0,31.6,2.0,1.0,0.0,0.0,4.0,4.0,1
V0259,E-Bike,55,60,6.0,247500.0,41250.0,27.5,4.0,1.0,1.0,0.0,5.0,4.0,1
V0260,E-Bike,36,65,5.0,123000.0,24600.0,16.4,2.0,2.0,0.0,0.0,3.0,4.0,1
V0261,E-Bike,35,40,10.0,382500.0,38250.0,25.5,5.0,3.0,1.0,0.0,7.0,7.0,1
V0262,E-Bike,45,74,3.0,102000.0,34000.0,22.666666666666668,0.0,1.0,0.0,0.0,2.0,3.0,1
V0263,E-Bike,22,53,2.0,63000.0,31500.0,21.0,0.0,0.0,0.0,0.0,2.0,2.0,1
V0264,E-Bike,64,38,4.0,106500.0,26625.0,17.75,1.0,1.0,1.0,0.0,3.0,4.0,1
V0265,E-Bike,27,77,6.0,222000.0,37000.0,24.666666666666668,1.0,2.0,1.0,1.0,5.0,5.0,1
V0266,E-Bike,46,50,2.0,75000.0,37500.0,25.0,1.0,1.0,0.0,0.0,2.0,2.0,1
V0267,E-Bike,98,87,5.0,172500.0,34500.0,23.0,2.0,1.0,1.0,0.0,5.0,3.0,1
V0268,E-Bike,97,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
V0269,E-Bike,62,78,3.0,148500.0,49500.0,33.0,0.0,1.0,1.0,1.0,3.0,3.0,1
V0270,E-Bike,14,84,6.0,237000.0,39500.0,26.333333333333332,2.0,3.0,0.0,0.0,3.0,3.0,1
V0271,E-Bike,34,77,3.0,121500.0,40500.0,27.0,1.0,0.0,0.0,0.0,2.0,3.0,1
V0272,E-Bike,48,65,4.0,145500.0,36375.0,24.25,2.0,0.0,0.0,0.0,3.0,3.0,1
V0273,E-Bike,49,86,2.0,60000.0,30000.0,20.0,2.0,1.0,1.0,0.0,1.0,2.0,1
V0274,E-Bike,47,30,4.0,99000.0,24750.0,16.5,2.0,1.0,0.0,0.0,4.0,2.0,0
V0275,E-Bike,45,66,2.0,57000.0,28500.0,19.0,0.0,0.0,1.0,0.0,2.0,2.0,1
V0276,E-Bike,21,40,5.0,139500.0,27900.0,18.6,3.0,2.0,3.0,1.0,4.0,4.0,1
V0277,E-Bike,78,64,3.0,73500.0,24500.0,16.333333333333332,1.0,0.0,0.0,0.0,3.0,2.0,1
V0278,E-Bike,69,85,5.0,162000.0,32400.0,21.6,2.0,1.0,0.0,0.0,3.0,3.0,1
V0279,E-Bike,42,36,3.0,90000.0,30000.0,20.0,1.0,3.0,1.0,1.0,3.0,3.0,1
V0280,E-Bike,38,80,9.0,247500.0,27500.0,18.333333333333332,3.0,1.0,5.0,2.0,6.0,5.0,1
V0281,E-Bike,66,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
V0282,E-Bike,76,54,1.0,21000.0,21000.0,14.0,1.0,1.0,1.0,0.0,1.0,1.0,1
V0283,E-Bike,27,74,5.0,156000.0,31200.0,20.8,2.0,2.0,1.0,0.0,5.0,4.0,1
V0284,E-Bike,43,56,1.0,16500.0,16500.0,11.0,0.0,0.0,1.0,1.0,1.0,1.0,1
V0285,E-Bike,75,64,2.0,81000.0,40500.0,27.0,0.0,0.0,0.0,0.0,2.0,2.0,1
V0286,E-Bike,84,64,4.0,208500.0,52125.0,34.75,2.0,1.0,1.0,0.0,4.0,3.0,1
V0287,E-Bike,70,88,6.0,154500.0,25750.0,17.166666666666668,1.0,4.0,1.0,1.0,5.0,5.0,1
V0288,E-Bike,84,88,2.0,121500.0,60750.0,40.5,2.0,0.0,1.0,1.0,2.0,2.0,1
V0289,E-Bike,34,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
V0290,E-Bike,13,85,1.0,54000.0,54000.0,36.0,1.0,0.0,0.0,0.0,1.0,1.0,1
V0291,E-Bike,35,84,3.0,154500.0,51500.0,34.333333333333336,0.0,0.0,1.0,0.0,3.0,2.0,1
V0292,E-Bike,16,30,3.0,66000.0,22000.0,14.666666666666666,2.0,0.0,0.0,0.0,3.0,2.0,1
V0293,E-Bike,25,59,1.0,52500.0,52500.0,35.0,0.0,0.0,0.0,0.0,1.0,1.0,1
V0294,E-Bike,93,81,2.0,66000.0,33000.0,22.0,1.0,2.0,1.0,1.0,2.0,2.0,1
V0295,E-Bike,63,65,2.0,73500.0,36750.0,24.5,2.0,1.0,0.0,0.0,2.0,2.0,1
V0296,E-Bike,73,59,2.0,69000.0,34500.0,23.0,1.0,0.0,0.0,0.0,2.0,2.0,1
V0297,E-Bike,92,74,4.0,145500.0,36375.0,24.25,3.0,1.0,1.0,0.0,3.0,4.0,1
V0298,E-Bike,17,64,2.0,112500.0,56250.0,37.5,1.0,1.0,0.0,0.0,2.0,2.0,1
V0299,E-Bike,57,74,2.0,97500.0,48750.0,32.5,1.0,0.0,0.0,0.0,2.0,1.0,1
V0300,E-Bike,71,58,1.0,21000.0,21000.0,14.0,0.0,0.0,0.0,0.0,1.0,1.0,1
V0301,E-Bike,10,61,8.0,208500.0,26062.5,17.375,6.0,2.0,1.0,1.0,7.0,5.0,1
V0302,E-Bike,46,58,2.0,72000.0,36000.0,24.0,1.0,0.0,1.0,1.0,2.0,2.0,1
V0303,E-Bike,30,31,6.0,213000.0,35500.0,23.666666666666668,3.0,1.0,2.0,0.0,5.0,5.0,1
V0304,E-Bike,99,35,3.0,99000.0,33000.0,22.0,1.0,2.0,2.0,1.0,2.0,1.0,1
V0305,E-Bike,78,63,3.0,114000.0,38000.0,25.333333333333332,1.0,0.0,0.0,0.0,2.0,3.0,1
V0306,E-Bike,85,74,4.0,156000.0,39000.0,26.0,4.0,0.0,2.0,0.0,4.0,2.0,1
V0307,E-Bike,53,50,4.0,199500.0,49875.0,33.25,1.0,2.0,1.0,0.0,3.0,4.0,1
V0308,E-Bike,71,37,4.0,142500.0,35625.0,23.75,2.0,2.0,1.0,1.0,4.0,4.0,1
V0309,E-Bike,38,40,6.0,199500.0,33250.0,22.166666666666668,3.0,3.0,2.0,1.0,5.0,3.0,1
V0310,E-Bike,57,31,2.0,24000.0,12000.0,8.0,0.0,1.0,1.0,1.0,1.0,2.0,1
V0311,E-Bike,39,70,4.0,172500.0,43125.0,28.75,2.0,1.0,0.0,0.0,4.0,3.0,1
V0312,E-Bike,17,46,3.0,60000.0,20000.0,13.333333333333334,0.0,0.0,0.0,0.0,2.0,3.0,1
V0313,E-Bike,19,57,1.0,67500.0,67500.0,45.0,0.0,0.0,0.0,0.0,1.0,1.0,1
V0314,E-Bike,16,45,4.0,132000.0,33000.0,22.0,2.0,0.0,1.0,1.0,3.0,3.0,1
V0315,E-Bike,79,33,8.0,276000.0,34500.0,23.0,4.0,5.0,2.0,0.0,5.0,6.0,1
V0316,E-Bike,56,50,5.0,192000.0,38400.0,25.6,4.0,0.0,0.0,0.0,3.0,4.0,1
V0317,E-Bike,50,73,2.0,79500.0,39750.0,26.5,1.0,0.0,0.0,0.0,2.0,2.0,1
V0318,E-Bike,73,56,3.0,69000.0,23000.0,15.333333333333334,0.0,1.0,2.0,2.0,3.0,3.0,1
V0319,E-Bike,15,70,6.0,283500.0,47250.0,31.5,2.0,3.0,2.0,2.0,5.0,6.0,1
V0320,E-Bike,76,73,3.0,157500.0,52500.0,35.0,3.0,1.0,1.0,0.0,3.0,2.0,1
V0321,E-Bike,39,66,1.0,9000.0,9000.0,6.0,0.0,1.0,1.0,0.0,1.0,1.0,1
V0322,E-Bike,84,43,2.0,93000.0,46500.0,31.0,1.0,1.0,0.0,0.0,2.0,2.0,1
V0323,E-Bike,48,87,3.0,141000.0,47000.0,31.333333333333332,0.0,0.0,1.0,0.0,3.0,2.0,1
V0324,E-Bike,96,46,1.0,24000.0,24000.0,16.0,1.0,1.0,0.0,0.0,1.0,1.0,1
V0325,E-Bike,86,88,4.0,123000.0,30750.0,20.5,0.0,3.0,0.0,0.0,2.0,4.0,1
V0326,E-Bike,61,73,3.0,126000.0,42000.0,28.0,2.0,1.0,1.0,1.0,3.0,2.0,1
V0327,E-Bike,68,72,5.0,175500.0,35100.0,23.4,0.0,1.0,1.0,1.0,5.0,4.0,1
V0328,E-Bike,47,57,4.0,130500.0,32625.0,21.75,0.0,0.0,1.0,0.0,3.0,3.0,1
V0329,E-Bike,37,35,4.0,127500.0,31875.0,21.25,1.0,0.0,1.0,0.0,4.0,4.0,1
V0330,E-Bike,42,30,4.0,175500.0,43875.0,29.25,1.0,1.0,2.0,0.0,2.0,4.0,0
V0331,E-Bike,91,71,8.0,270000.0,33750.0,22.5,5.0,3.0,4.0,3.0,6.0,4.0,1
V0332,E-Bike,61,76,4.0,171000.0,42750.0,28.5,2.0,0.0,1.0,0.0,4.0,4.0,1
V0333,E-Bike,35,39,1.0,33000.0,33000.0,22.0,1.0,0.0,0.0,0.0,1.0,1.0,1
V0334,E-Bike,84,44,2.0,66000.0,33000.0,22.0,1.0,2.0,1.0,0.0,2.0,2.0,1
V0335,E-Bike,84,66,3.0,97500.0,32500.0,21.666666666666668,3.0,1.0,0.0,0.0,2.0,3.0,1
V0336,E-Bike,55,74,3.0,142500.0,47500.0,31.666666666666668,3.0,1.0,0.0,0.0,2.0,3.0,1
V0337,E-Bike,88,59,6.0,189000.0,31500.0,21.0,1.0,2.0,1.0,1.0,5.0,4.0,1
V0338,E-Bike,71,52,2.0,108000.0,54000.0,36.0,1.0,2.0,0.0,0.0,2.0,2.0,1
V0339,E-Bike,61,36,1.0,13500.0,13500.0,9.0,1.0,0.0,0.0,0.0,1.0,1.0,1
V0340,E-Bike,17,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
V0341,E-Bike,56,76,3.0,129000.0,43000.0,28.666666666666668,1.0,1.0,0.0,0.0,2.0,3.0,1
V0342,E-Bike,36,79,3.0,127500.0,42500.0,28.333333333333332,1.0,1.0,1.0,0.0,3.0,3.0,1
V0343,E-Bike,96,80,2.0,99000.0,49500.0,33.0,1.0,1.0,1.0,0.0,1.0,2.0,1
V0344,E-Bike,75,62,3.0,43500.0,14500.0,9.666666666666666,0.0,1.0,0.0,0.0,2.0,3.0,1
V0345,E-Bike,81,75,2.0,34500.0,17250.0,11.5,2.0,2.0,0.0,0.0,2.0,2.0,1
V0346,E-Bike,55,50,3.0,73500.0,24500.0,16.333333333333332,2.0,0.0,1.0,1.0,3.0,2.0,1
V0347,E-Bike,86,86,7.0,231000.0,33000.0,22.0,4.0,2.0,1.0,0.0,5.0,5.0,1
V0348,E-Bike,93,73,2.0,76500.0,38250.0,25.5,1.0,0.0,1.0,0.0,2.0,2.0,1
V0349,E-Bike,60,30,4.0,142500.0,35625.0,23.75,2.0,0.0,0.0,0.0,4.0,3.0,0
V0350,E-Bike,84,31,2.0,78000.0,39000.0,26.0,0.0,2.0,0.0,0.0,2.0,2.0,1
V0351,E-Bike,46,81,1.0,33000.0,33000.0,22.0,1.0,0.0,0.0,0.0,1.0,1.0,1
V0352,E-Bike,59,75,5.0,168000.0,33600.0,22.4,2.0,1.0,1.0,0.0,3.0,3.0,1
V0353,E-Bike,62,73,2.0,42000.0,21000.0,14.0,1.0,0.0,0.0,0.0,2.0,1.0,1
V0354,E-Bike,90,43,5.0,132000.0,26400.0,17.6,4.0,2.0,1.0,0.0,5.0,5.0,1
V0355,E-Bike,71,64,3.0,145500.0,48500.0,32.333333333333336,2.0,0.0,0.0,0.0,3.0,2.0,1
V0356,E-Bike,70,79,4.0,151500.0,37875.0,25.25,2.0,1.0,3.0,3.0,3.0,3.0,1
V0357,E-Bike,85,38,2.0,87000.0,43500.0,29.0,2.0,1.0,0.0,0.0,1.0,2.0,1
V0358,E-Bike,14,47,4.0,177000.0,44250.0,29.5,0.0,2.0,2.0,0.0,3.0,2.0,1
V0359,E-Bike,40,59,4.0,123000.0,30750.0,20.5,3.0,3.0,1.0,0.0,3.0,4.0,1
V0360,E-Bike,62,83,4.0,126000.0,31500.0,21.0,2.0,2.0,0.0,0.0,4.0,3.0,1
V0361,E-Bike,60,32,1.0,51000.0,51000.0,34.0,0.0,1.0,1.0,1.0,1.0,1.0,1
V0362,E-Bike,95,41,2.0,99000.0,49500.0,33.0,0.0,1.0,1.0,1.0,2.0,2.0,1
V0363,E-Bike,41,53,5.0,210000.0,42000.0,28.0,1.0,3.0,0.0,0.0,5.0,3.0,1
V0364,E-Bike,13,46,1.0,19500.0,19500.0,13.0,1.0,0.0,0.0,0.0,1.0,1.0,1
V0365,E-Bike,20,47,6.0,211500.0,35250.0,23.5,1.0,4.0,1.0,0.0,4.0,4.0,1
V0366,E-Bike,36,74,3.0,82500.0,27500.0,18.333333333333332,2.0,0.0,0.0,0.0,3.0,2.0,1
V0367,E-Bike,46,61,2.0,90000.0,45000.0,30.0,2.0,0.0,1.0,1.0,2.0,2.0,1
V0368,E-Bike,54,88,1.0,31500.0,31500.0,21.0,0.0,0.0,1.0,0.0,1.0,1.0,1
V0369,E-Bike,92,51,4.0,129000.0,32250.0,21.5,3.0,1.0,4.0,2.0,3.0,4.0,1
V0370,E-Bike,98,70,4.0,193500.0,48375.0,32.25,3.0,0.0,1.0,1.0,3.0,3.0,1
V0371,E-Bike,84,44,2.0,93000.0,46500.0,31.0,2.0,0.0,1.0,0.0,2.0,2.0,1
V0372,E-Bike,84,77,2.0,54000.0,27000.0,18.0,0.0,0.0,1.0,0.0,2.0,2.0,1
V0373,E-Bike,11,85,2.0,72000.0,36000.0,24.0,1.0,1.0,0.0,0.0,2.0,2.0,1
V0374,E-Bike,66,71,2.0,78000.0,39000.0,26.0,1.0,0.0,0.0,0.0,2.0,2.0,1
V0375,E-Bike,97,68,6.0,196500.0,32750.0,21.833333333333332,4.0,2.0,0.0,0.0,5.0,4.0,1
V0376,E-Bike,85,40,5.0,186000.0,37200.0,24.8,1.0,2.0,1.0,1.0,5.0,3.0,1
V0377,E-Bike,80,84,2.0,81000.0,40500.0,27.0,1.0,0.0,1.0,1.0,2.0,2.0,1
V0378,E-Bike,48,62,2.0,72000.0,36000.0,24.0,0.0,0.0,1.0,1.0,2.0,2.0,1
V0379,E-Bike,78,40,4.0,106500.0,26625.0,17.75,3.0,1.0,0.0,0.0,3.0,3.0,1
V0380,E-Bike,85,42,1.0,27000.0,27000.0,18.0,0.0,0.0,0.0,0.0,1.0,1.0,1
V0381,E-Bike,15,55,6.0,241500.0,40250.0,26.833333333333332,4.0,1.0,2.0,0.0,4.0,4.0,1
V0382,E-Bike,11,39,3.0,162000.0,54000.0,36.0,2.0,0.0,0.0,0.0,3.0,3.0,1
V0383,E-Bike,95,82,4.0,204000.0,51000.0,34.0,2.0,2.0,0.0,0.0,3.0,3.0,1
V0384,E-Bike,78,87,2.0,61500.0,30750.0,20.5,0.0,0.0,1.0,1.0,2.0,2.0,1
V0385,E-Bike,18,84,1.0,10500.0,10500.0,7.0,0.0,0.0,0.0,0.0,1.0,1.0,1
V0386,E-Bike,63,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
V0387,E-Bike,78,89,6.0,220500.0,36750.0,24.5,4.0,1.0,1.0,1.0,5.0,5.0,1
V0388,E-Bike,66,34,2.0,46500.0,23250.0,15.5,1.0,1.0,0.0,0.0,1.0,1.0,1
V0389,E-Bike,64,62,3.0,94500.0,31500.0,21.0,2.0,0.0,1.0,0.0,2.0,3.0,1
V0390,E-Bike,19,70,4.0,135000.0,33750.0,22.5,2.0,1.0,1.0,1.0,3.0,4.0,1
V0391,E-Bike,70,32,3.0,84000.0,28000.0,18.666666666666668,0.0,1.0,0.0,0.0,1.0,2.0,1
V0392,E-Bike,84,75,5.0,129000.0,25800.0,17.2,2.0,3.0,1.0,1.0,4.0,4.0,1
V0393,E-Bike,99,84,6.0,273000.0,45500.0,30.333333333333332,3.0,2.0,1.0,1.0,4.0,3.0,1
V0394,E-Bike,63,90,2.0,118500.0,59250.0,39.5,0.0,1.0,1.0,0.0,2.0,2.0,1
V0395,E-Bike,75,53,3.0,114000.0,38000.0,25.333333333333332,3.0,2.0,0.0,0.0,3.0,3.0,1
V0396,E-Bike,37,65,5.0,252000.0,50400.0,33.6,1.0,0.0,1.0,0.0,4.0,3.0,1
V0397,E-Bike,60,49,1.0,19500.0,19500.0,13.0,0.0,0.0,0.0,0.0,1.0,1.0,1
V0398,E-Bike,29,80,4.0,157500.0,39375.0,26.25,1.0,1.0,0.0,0.0,4.0,3.0,1
V0399,E-Bike,43,81,6.0,189000.0,31500.0,21.0,4.0,1.0,2.0,1.0,5.0,4.0,1
V0400,E-Bike,92,31,3.0,181500.0,60500.0,40.333333333333336,2.0,0.0,0.0,0.0,3.0,3.0,1
V0401,E-Bike,72,74,2.0,64500.0,32250.0,21.5,2.0,0.0,0.0,0.0,2.0,2.0,1
V0402,E-Bike,97,60,1.0,60000.0,60000.0,40.0,1.0,0.0,0.0,0.0,1.0,1.0,1
V0403,E-Bike,60,53,1.0,46500.0,46500.0,31.0,0.0,0.0,0.0,0.0,1.0,1.0,1
V0404,E-Bike,22,74,1.0,36000.0,36000.0,24.0,0.0,0.0,0.0,0.0,1.0,1.0,1
V0405,E-Bike,34,38,4.0,121500.0,30375.0,20.25,3.0,1.0,0.0,0.0,2.0,4.0,1
V0406,E-Bike,58,75,3.0,88500.0,29500.0,19.666666666666668,2.0,0.0,0.0,0.0,2.0,3.0,1
V0407,E-Bike,19,72,3.0,85500.0,28500.0,19.0,2.0,2.0,1.0,1.0,3.0,3.0,1
V0408,E-Bike,85,74,2.0,75000.0,37500.0,25.0,0.0,0.0,0.0,0.0,2.0,2.0,1
V0409,E-Bike,29,52,4.0,174000.0,43500.0,29.0,2.0,3.0,0.0,0.0,4.0,4.0,1
V0410,E-Bike,50,75,5.0,241500.0,48300.0,32.2,2.0,2.0,1.0,0.0,3.0,4.0,1
V0411,E-Bike,49,90,1.0,28500.0,28500.0,19.0,0.0,0.0,1.0,1.0,1.0,1.0,1
V0412,E-Bike,29,34,2.0,78000.0,39000.0,26.0,2.0,2.0,0.0,0.0,2.0,2.0,1
V0413,E-Bike,35,30,3.0,138000.0,46000.0,30.666666666666668,0.0,2.0,0.0,0.0,3.0,3.0,0
V0414,E-Bike,50,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
V0415,E-Bike,74,37,1.0,33000.0,33000.0,22.0,0.0,0.0,0.0,0.0,1.0,1.0,1
V0416,E-Bike,70,83,6.0,268500.0,44750.0,29.833333333333332,2.0,0.0,1.0,1.0,3.0,6.0,1
V0417,E-Bike,14,55,4.0,154500.0,38625.0,25.75,2.0,1.0,1.0,0.0,4.0,4.0,1
V0418,E-Bike,60,53,5.0,255000.0,51000.0,34.0,3.0,1.0,0.0,0.0,2.0,5.0,1
V0419,E-Bike,73,42,7.0,324000.0,46285.71428571428,30.857142857142858,5.0,4.0,1.0,0.0,5.0,5.0,1
V0420,E-Bike,79,48,2.0,64500.0,32250.0,21.5,1.0,0.0,0.0,0.0,2.0,2.0,1
V0421,E-Bike,99,85,6.0,271500.0,45250.0,30.166666666666668,4.0,1.0,0.0,0.0,5.0,4.0,1
V0422,E-Bike,37,40,2.0,93000.0,46500.0,31.0,1.0,1.0,1.0,1.0,2.0,1.0,1
V0423,E-Bike,99,72,1.0,48000.0,48000.0,32.0,1.0,0.0,0.0,0.0,1.0,1.0,1
V0424,E-Bike,99,37,2.0,75000.0,37500.0,25.0,1.0,0.0,0.0,0.0,2.0,2.0,1
V0425,E-Bike,65,31,6.0,189000.0,31500.0,21.0,3.0,0.0,2.0,1.0,5.0,5.0,1
V0426,E-Bike,13,49,2.0,54000.0,27000.0,18.0,0.0,1.0,1.0,0.0,2.0,2.0,1
V0427,E-Bike,90,60,4.0,198000.0,49500.0,33.0,2.0,1.0,0.0,0.0,4.0,3.0,1
V0428,E-Bike,73,81,1.0,15000.0,15000.0,10.0,1.0,0.0,1.0,0.0,1.0,1.0,1
V0429,E-Bike,10,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
V0430,E-Bike,29,49,4.0,148500.0,37125.0,24.75,3.0,0.0,2.0,1.0,4.0,3.0,1
V0431,E-Bike,66,82,2.0,124500.0,62250.0,41.5,1.0,2.0,0.0,0.0,2.0,2.0,1
V0432,E-Bike,92,73,2.0,27000.0,13500.0,9.0,1.0,0.0,0.0,0.0,2.0,2.0,1
V0433,E-Bike,88,54,4.0,190500.0,47625.0,31.75,1.0,1.0,1.0,1.0,4.0,4.0,1
V0434,E-Bike,33,86,4.0,97500.0,24375.0,16.25,2.0,1.0,0.0,0.0,4.0,3.0,1
V0435,E-Bike,18,31,2.0,93000.0,46500.0,31.0,1.0,1.0,2.0,1.0,2.0,2.0,1
V0436,E-Bike,100,37,1.0,19500.0,19500.0,13.0,1.0,0.0,0.0,0.0,1.0,1.0,1
V0437,E-Bike,48,58,5.0,187500.0,37500.0,25.0,1.0,3.0,0.0,0.0,4.0,4.0,1
V0438,E-Bike,85,78,7.0,289500.0,41357.142857142855,27.571428571428573,2.0,2.0,2.0,2.0,6.0,6.0,1
V0439,E-Bike,93,80,7.0,274500.0,39214.28571428572,26.142857142857142,4.0,2.0,2.0,1.0,6.0,4.0,1
V0440,E-Bike,85,89,3.0,121500.0,40500.0,27.0,1.0,0.0,0.0,0.0,2.0,3.0,1
V0441,E-Bike,53,52,4.0,147000.0,36750.0,24.5,1.0,1.0,0.0,0.0,4.0,3.0,1
V0442,E-Bike,88,42,5.0,219000.0,43800.0,29.2,3.0,4.0,0.0,0.0,4.0,5.0,1
V0443,E-Bike,91,43,6.0,181500.0,30250.0,20.166666666666668,0.0,3.0,2.0,1.0,4.0,4.0,1
V0444,E-Bike,94,39,3.0,174000.0,58000.0,38.666666666666664,2.0,2.0,1.0,1.0,3.0,3.0,1
V0445,E-Bike,74,54,6.0,177000.0,29500.0,19.666666666666668,2.0,0.0,0.0,0.0,4.0,4.0,1
V0446,E-Bike,37,36,1.0,30000.0,30000.0,20.0,0.0,0.0,0.0,0.0,1.0,1.0,1
V0447,E-Bike,16,39,4.0,109500.0,27375.0,18.25,1.0,1.0,1.0,1.0,3.0,3.0,1
V0448,E-Bike,31,82,4.0,148500.0,37125.0,24.75,1.0,1.0,0.0,0.0,4.0,3.0,1
V0449,E-Bike,13,40,3.0,156000.0,52000.0,34.666666666666664,2.0,1.0,1.0,1.0,2.0,3.0,1
V0450,E-Bike,64,53,3.0,151500.0,50500.0,33.666666666666664,3.0,0.0,0.0,0.0,3.0,2.0,1
V0451,E-Bike,28,72,1.0,10500.0,10500.0,7.0,0.0,1.0,0.0,0.0,1.0,1.0,1
V0452,E-Bike,89,56,7.0,256500.0,36642.857142857145,24.428571428571427,4.0,1.0,1.0,0.0,5.0,5.0,1
V0453,E-Bike,25,40,2.0,84000.0,42000.0,28.0,2.0,0.0,0.0,0.0,2.0,2.0,1
V0454,E-Bike,91,47,2.0,118500.0,59250.0,39.5,2.0,0.0,0.0,0.0,2.0,2.0,1
V0455,E-Bike,40,30,4.0,151500.0,37875.0,25.25,2.0,1.0,0.0,0.0,4.0,4.0,0
V0456,E-Bike,60,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
V0457,E-Bike,58,56,4.0,118500.0,29625.0,19.75,0.0,1.0,0.0,0.0,3.0,3.0,1
V0458,E-Bike,100,67,3.0,108000.0,36000.0,24.0,2.0,1.0,0.0,0.0,3.0,3.0,1
V0459,E-Bike,98,46,3.0,136500.0,45500.0,30.333333333333332,1.0,2.0,0.0,0.0,2.0,3.0,1
V0460,E-Bike,63,66,1.0,18000.0,18000.0,12.0,1.0,0.0,0.0,0.0,1.0,1.0,1
V0461,E-Bike,83,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
V0462,E-Bike,27,82,5.0,138000.0,27600.0,18.4,3.0,2.0,2.0,2.0,3.0,5.0,1
V0463,E-Bike,59,54,4.0,124500.0,31125.0,20.75,2.0,2.0,0.0,0.0,2.0,2.0,1
V0464,E-Bike,38,59,4.0,187500.0,46875.0,31.25,4.0,2.0,3.0,3.0,4.0,3.0,1
V0465,E-Bike,78,89,7.0,256500.0,36642.857142857145,24.428571428571427,5.0,0.0,1.0,1.0,5.0,4.0,1
V0466,E-Bike,32,50,5.0,181500.0,36300.0,24.2,2.0,2.0,0.0,0.0,3.0,3.0,1
V0467,E-Bike,71,71,4.0,120000.0,30000.0,20.0,3.0,2.0,0.0,0.0,4.0,3.0,1
V0468,E-Bike,24,84,1.0,45000.0,45000.0,30.0,1.0,0.0,0.0,0.0,1.0,1.0,1
